EmployeeID,JobRole,CurrentSkill
1239,Sales Executive,Adobe Creative Cloud software
1240,Sales Executive,Act!
1240,Sales Executive,Active Listening
1240,Sales Executive,Adobe Acrobat
1240,Sales Executive,Adobe Creative Cloud software
1240,Sales Executive,Adobe ActionScript
1240,Sales Executive,Speaking
1240,Sales Executive,Reading Comprehension
1240,Sales Executive,Apple Keynote
1240,Sales Executive,Critical Thinking
1241,Research Scientist,3D graphics software
1241,Research Scientist,Critical Thinking
1241,Research Scientist,Mathematics
1241,Research Scientist,Reading Comprehension
1241,Research Scientist,Active Learning
1241,Research Scientist,Active Listening
1241,Research Scientist,Amazon Elastic Compute Cloud EC2
1241,Research Scientist,Advanced numerical software
1241,Research Scientist,Amazon DynamoDB
1242,Research Director,Adobe Photoshop
1242,Research Director,IBM Lotus 1-2-3
1242,Research Director,Science
1242,Research Director,Clinical trial management software
1242,Research Director,Critical Thinking
1242,Research Director,Adobe Acrobat
1242,Research Director,Active Listening
1242,Research Director,Writing
1243,Sales Executive,Speaking
1243,Sales Executive,Act!
1243,Sales Executive,Monitoring
1243,Sales Executive,Adobe ActionScript
1243,Sales Executive,Adobe Creative Cloud software
1243,Sales Executive,Active Listening
1243,Sales Executive,Adobe Acrobat
1243,Sales Executive,Critical Thinking
1243,Sales Executive,Apple Keynote
1244,Research Scientist,Active Learning
1244,Research Scientist,Active Listening
1244,Research Scientist,Ada
1244,Research Scientist,Amazon DynamoDB
1244,Research Scientist,Algorithmic software
1244,Research Scientist,Mathematics
1244,Research Scientist,Critical Thinking
1244,Research Scientist,Amazon Elastic Compute Cloud EC2
1244,Research Scientist,Advanced numerical software
1244,Research Scientist,Reading Comprehension
1245,Manufacturing Director,Speaking
1245,Manufacturing Director,Adobe After Effects
1245,Manufacturing Director,Apple Final Cut Pro
1245,Manufacturing Director,Adobe InDesign
1245,Manufacturing Director,ABB Optimize IT Predict & Control
1245,Manufacturing Director,Active Listening
1245,Manufacturing Director,Adobe Photoshop
1246,Research Scientist,Algorithmic software
1246,Research Scientist,Reading Comprehension
1246,Research Scientist,Advanced numerical software
1246,Research Scientist,Amazon Elastic Compute Cloud EC2
1246,Research Scientist,Active Listening
1246,Research Scientist,3D graphics software
1246,Research Scientist,Amazon DynamoDB
1246,Research Scientist,Mathematics
1246,Research Scientist,Ada
1246,Research Scientist,Critical Thinking
1248,Research Scientist,Advanced numerical software
1248,Research Scientist,3D graphics software
1248,Research Scientist,Amazon DynamoDB
1248,Research Scientist,Active Listening
1248,Research Scientist,Reading Comprehension
1248,Research Scientist,Mathematics
1249,Research Scientist,3D graphics software
1249,Research Scientist,Active Listening
1249,Research Scientist,Amazon DynamoDB
1249,Research Scientist,Advanced numerical software
1249,Research Scientist,Reading Comprehension
1249,Research Scientist,Ada
1250,Research Director,Adobe Acrobat
1250,Research Director,Writing
1250,Research Director,Clinical trial management software
1250,Research Director,Adobe Photoshop
1250,Research Director,Graphics software
1250,Research Director,IBM Lotus 1-2-3
1250,Research Director,Critical Thinking
1251,Healthcare Representative,Critical Thinking
1251,Healthcare Representative,Reading Comprehension
1251,Healthcare Representative,Adobe Acrobat
1251,Healthcare Representative,Alteer Office
1251,Healthcare Representative,Speaking
1251,Healthcare Representative,American Medical Association CodeManager
1251,Healthcare Representative,Active Listening
1251,Healthcare Representative,Monitoring
1251,Healthcare Representative,AcuStaf
1251,Healthcare Representative,3DGrid HIPAA Checkup
1252,Healthcare Representative,Allscripts healthcare automation software
1252,Healthcare Representative,Speaking
1252,Healthcare Representative,AcuStaf
1252,Healthcare Representative,Monitoring
1252,Healthcare Representative,3DGrid HIPAA Checkup
1252,Healthcare Representative,Adobe Acrobat
1252,Healthcare Representative,Alteer Office
1252,Healthcare Representative,Reading Comprehension
1254,Sales Executive,Adobe ActionScript
1254,Sales Executive,Airtable
1254,Sales Executive,Monitoring
1254,Sales Executive,Active Listening
1254,Sales Executive,Adobe Creative Cloud software
1254,Sales Executive,Adobe Acrobat
1254,Sales Executive,Reading Comprehension
1254,Sales Executive,Apple Keynote
1255,Research Director,Adobe Acrobat
1255,Research Director,IBM Lotus 1-2-3
1255,Research Director,Clinical trial management software
1255,Research Director,Reading Comprehension
1255,Research Director,Critical Thinking
1255,Research Director,Active Listening
1255,Research Director,Science
1255,Research Director,Adobe Photoshop
1256,Manager,Reading Comprehension
1256,Manager,Act!
1256,Manager,Monitoring
1256,Manager,ADP Workforce Now
1256,Manager,Adobe Acrobat
1256,Manager,Adobe Photoshop
1256,Manager,Adobe Creative Cloud software
1256,Manager,Critical Thinking
1256,Manager,Speaking
1256,Manager,Active Listening
1257,Research Scientist,Algorithmic software
1257,Research Scientist,Active Listening
1257,Research Scientist,Amazon Elastic Compute Cloud EC2
1257,Research Scientist,Mathematics
1257,Research Scientist,Critical Thinking
1257,Research Scientist,Reading Comprehension
1257,Research Scientist,Active Learning
1257,Research Scientist,3D graphics software
1257,Research Scientist,Advanced numerical software
1257,Research Scientist,Amazon DynamoDB
1258,Laboratory Technician,Microsoft Access
1258,Laboratory Technician,C++
1258,Laboratory Technician,Database software
1258,Laboratory Technician,Reading Comprehension
1258,Laboratory Technician,Monitoring
1259,Research Scientist,Mathematics
1259,Research Scientist,Algorithmic software
1259,Research Scientist,Ada
1259,Research Scientist,Active Listening
1259,Research Scientist,Amazon Elastic Compute Cloud EC2
1259,Research Scientist,Amazon DynamoDB
1259,Research Scientist,Active Learning
1259,Research Scientist,Reading Comprehension
1260,Healthcare Representative,Critical Thinking
1260,Healthcare Representative,Reading Comprehension
1260,Healthcare Representative,Allscripts healthcare automation software
1260,Healthcare Representative,American Medical Association CodeManager
1260,Healthcare Representative,Adobe Acrobat
1260,Healthcare Representative,Active Listening
1260,Healthcare Representative,3DGrid HIPAA Checkup
1263,Research Director,Reading Comprehension
1263,Research Director,Adobe Photoshop
1263,Research Director,Adobe Acrobat
1263,Research Director,Clinical trial management software
1263,Research Director,Active Listening
1263,Research Director,Graphics software
1263,Research Director,Critical Thinking
1263,Research Director,IBM Lotus 1-2-3
1264,Research Director,ESRI ArcGIS software
1264,Research Director,Adobe Photoshop
1264,Research Director,IBM Lotus 1-2-3
1264,Research Director,Active Listening
1264,Research Director,Writing
1264,Research Director,Critical Thinking
1264,Research Director,Reading Comprehension
1264,Research Director,Adobe Acrobat
1264,Research Director,Science
1265,Research Scientist,Ada
1265,Research Scientist,Mathematics
1265,Research Scientist,Algorithmic software
1265,Research Scientist,Critical Thinking
1265,Research Scientist,Advanced numerical software
1267,Manager,Active Listening
1267,Manager,Monitoring
1267,Manager,Adobe Acrobat
1267,Manager,Adobe Photoshop
1267,Manager,Adobe Creative Cloud software
1267,Manager,Act!
1267,Manager,ActionWare
1268,Sales Executive,Active Listening
1268,Sales Executive,Airtable
1268,Sales Executive,Act!
1268,Sales Executive,Monitoring
1268,Sales Executive,Speaking
1268,Sales Executive,Adobe Acrobat
1268,Sales Executive,Adobe ActionScript
1268,Sales Executive,Adobe Creative Cloud software
1268,Sales Executive,Reading Comprehension
1269,Research Scientist,Ada
1269,Research Scientist,Active Learning
1269,Research Scientist,Amazon Elastic Compute Cloud EC2
1269,Research Scientist,Reading Comprehension
1269,Research Scientist,Advanced numerical software
1270,Research Scientist,Active Listening
1270,Research Scientist,Reading Comprehension
1270,Research Scientist,Active Learning
1270,Research Scientist,Advanced numerical software
1270,Research Scientist,Amazon Elastic Compute Cloud EC2
1273,Sales Representative,Adobe Illustrator
1273,Sales Representative,Adobe Creative Cloud software
1273,Sales Representative,Critical Thinking
1273,Sales Representative,Speaking
1273,Sales Representative,Writing
1273,Sales Representative,ACT! Premium
1275,Research Scientist,Amazon DynamoDB
1275,Research Scientist,Ada
1275,Research Scientist,Amazon Elastic Compute Cloud EC2
1275,Research Scientist,3D graphics software
1275,Research Scientist,Algorithmic software
1275,Research Scientist,Mathematics
1275,Research Scientist,Reading Comprehension
1277,Manager,ActionWare
1277,Manager,Monitoring
1277,Manager,Critical Thinking
1277,Manager,Reading Comprehension
1277,Manager,Adobe Creative Cloud software
1277,Manager,Adobe Acrobat
1277,Manager,Adobe Photoshop
1277,Manager,Act!
1277,Manager,Speaking
1278,Healthcare Representative,Adobe Acrobat
1278,Healthcare Representative,Reading Comprehension
1278,Healthcare Representative,Speaking
1278,Healthcare Representative,3DGrid HIPAA Checkup
1278,Healthcare Representative,Alteer Office
1278,Healthcare Representative,Active Listening
1278,Healthcare Representative,Monitoring
1278,Healthcare Representative,Allscripts healthcare automation software
1279,Laboratory Technician,Microsoft Access
1279,Laboratory Technician,Linux
1279,Laboratory Technician,Database software
1279,Laboratory Technician,Monitoring
1279,Laboratory Technician,Critical Thinking
1279,Laboratory Technician,Reading Comprehension
1279,Laboratory Technician,Science
1280,Manager,Act!
1280,Manager,Speaking
1280,Manager,Adobe Photoshop
1280,Manager,Reading Comprehension
1280,Manager,Active Listening
1280,Manager,Adobe Acrobat
1280,Manager,Critical Thinking
1280,Manager,ActionWare
1281,Sales Executive,Critical Thinking
1281,Sales Executive,Apple Keynote
1281,Sales Executive,Adobe Creative Cloud software
1281,Sales Executive,Active Listening
1281,Sales Executive,Reading Comprehension
1281,Sales Executive,Adobe Acrobat
1281,Sales Executive,Adobe ActionScript
1281,Sales Executive,Airtable
1281,Sales Executive,Speaking
1282,Manager,Monitoring
1282,Manager,Critical Thinking
1282,Manager,Reading Comprehension
1282,Manager,Act!
1282,Manager,Adobe Acrobat
1282,Manager,Speaking
1282,Manager,ADP Workforce Now
1282,Manager,Adobe Creative Cloud software
1282,Manager,ActionWare
1283,Manufacturing Director,Monitoring
1283,Manufacturing Director,Active Listening
1283,Manufacturing Director,Critical Thinking
1283,Manufacturing Director,ABB Optimize IT Predict & Control
1283,Manufacturing Director,Adobe Photoshop
1283,Manufacturing Director,Apple Final Cut Pro
1283,Manufacturing Director,Adobe Acrobat
1283,Manufacturing Director,Reading Comprehension
1285,Laboratory Technician,C++
1285,Laboratory Technician,Monitoring
1285,Laboratory Technician,Writing
1285,Laboratory Technician,Science
1285,Laboratory Technician,Reading Comprehension
1285,Laboratory Technician,Email software
1285,Laboratory Technician,Critical Thinking
1285,Laboratory Technician,Database software
1286,Laboratory Technician,Monitoring
1286,Laboratory Technician,Email software
1286,Laboratory Technician,Database software
1286,Laboratory Technician,Microsoft Access
1286,Laboratory Technician,Critical Thinking
1288,Manager,Act!
1288,Manager,Critical Thinking
1288,Manager,ADP Workforce Now
1288,Manager,Monitoring
1288,Manager,Adobe Creative Cloud software
1288,Manager,Speaking
1288,Manager,Adobe Photoshop
1288,Manager,Adobe Acrobat
1288,Manager,Active Listening
1288,Manager,Reading Comprehension
1289,Human Resources,Adobe Illustrator
1289,Human Resources,Reading Comprehension
1289,Human Resources,Adobe Human Capital Application Solution Accelerator
1289,Human Resources,Adobe Acrobat
1289,Human Resources,Adobe Dreamweaver
1289,Human Resources,Speaking
1289,Human Resources,Critical Thinking
1289,Human Resources,Adobe Creative Cloud software
1289,Human Resources,Writing
1291,Research Scientist,Amazon Elastic Compute Cloud EC2
1291,Research Scientist,Amazon DynamoDB
1291,Research Scientist,Advanced numerical software
1291,Research Scientist,Mathematics
1291,Research Scientist,Ada
1291,Research Scientist,3D graphics software
1291,Research Scientist,Active Learning
1292,Research Scientist,Advanced numerical software
1292,Research Scientist,Amazon Elastic Compute Cloud EC2
1292,Research Scientist,3D graphics software
1292,Research Scientist,Active Listening
1292,Research Scientist,Critical Thinking
1292,Research Scientist,Active Learning
1292,Research Scientist,Ada
1292,Research Scientist,Amazon DynamoDB
1293,Sales Executive,Speaking
1293,Sales Executive,Apple Keynote
1293,Sales Executive,Act!
1293,Sales Executive,Critical Thinking
1293,Sales Executive,Reading Comprehension
1293,Sales Executive,Active Listening
1293,Sales Executive,Adobe Acrobat
1293,Sales Executive,Adobe ActionScript
1294,Manufacturing Director,Reading Comprehension
1294,Manufacturing Director,Monitoring
1294,Manufacturing Director,Active Listening
1294,Manufacturing Director,ABB Optimize IT Predict & Control
1294,Manufacturing Director,Apple Final Cut Pro
1294,Manufacturing Director,Adobe Photoshop
1294,Manufacturing Director,Adobe InDesign
1294,Manufacturing Director,Critical Thinking
1295,Healthcare Representative,3DGrid HIPAA Checkup
1295,Healthcare Representative,Adobe Acrobat
1295,Healthcare Representative,Speaking
1295,Healthcare Representative,American Medical Association CodeManager
1295,Healthcare Representative,Alteer Office
1295,Healthcare Representative,Critical Thinking
1295,Healthcare Representative,Allscripts healthcare automation software
1296,Laboratory Technician,Microsoft Access
1296,Laboratory Technician,C++
1296,Laboratory Technician,Reading Comprehension
1296,Laboratory Technician,Critical Thinking
1296,Laboratory Technician,Email software
1296,Laboratory Technician,Monitoring
1296,Laboratory Technician,Writing
1297,Laboratory Technician,Critical Thinking
1297,Laboratory Technician,Email software
1297,Laboratory Technician,Linux
1297,Laboratory Technician,Monitoring
1297,Laboratory Technician,Database software
1297,Laboratory Technician,Science
1297,Laboratory Technician,Writing
1297,Laboratory Technician,Reading Comprehension
1298,Manufacturing Director,Apple Final Cut Pro
1298,Manufacturing Director,Speaking
1298,Manufacturing Director,Adobe InDesign
1298,Manufacturing Director,Adobe After Effects
1298,Manufacturing Director,Active Listening
1298,Manufacturing Director,Monitoring
1298,Manufacturing Director,ABB Optimize IT Predict & Control
1299,Laboratory Technician,Monitoring
1299,Laboratory Technician,Reading Comprehension
1299,Laboratory Technician,Laboratory information management system LIMS
1299,Laboratory Technician,Linux
1299,Laboratory Technician,Microsoft Access
1299,Laboratory Technician,Email software
1299,Laboratory Technician,Science
1299,Laboratory Technician,Critical Thinking
1299,Laboratory Technician,Database software
1299,Laboratory Technician,Writing
1301,Research Scientist,Advanced numerical software
1301,Research Scientist,3D graphics software
1301,Research Scientist,Amazon DynamoDB
1301,Research Scientist,Active Learning
1301,Research Scientist,Active Listening
1301,Research Scientist,Amazon Elastic Compute Cloud EC2
1301,Research Scientist,Algorithmic software
1303,Research Scientist,Amazon Elastic Compute Cloud EC2
1303,Research Scientist,Active Listening
1303,Research Scientist,Active Learning
1303,Research Scientist,Mathematics
1304,Sales Executive,Critical Thinking
1304,Sales Executive,Reading Comprehension
1304,Sales Executive,Monitoring
1304,Sales Executive,Speaking
1304,Sales Executive,Act!
1304,Sales Executive,Adobe ActionScript
1304,Sales Executive,Apple Keynote
1306,Manager,Act!
1306,Manager,Adobe Acrobat
1306,Manager,ADP Workforce Now
1306,Manager,Monitoring
1306,Manager,Reading Comprehension
1306,Manager,Critical Thinking
1306,Manager,Active Listening
1306,Manager,Adobe Photoshop
1306,Manager,Speaking
1307,Manager,Monitoring
1307,Manager,Adobe Photoshop
1307,Manager,ADP Workforce Now
1307,Manager,ActionWare
1307,Manager,Adobe Creative Cloud software
1307,Manager,Speaking
1307,Manager,Reading Comprehension
1307,Manager,Adobe Acrobat
1307,Manager,Active Listening
1308,Research Scientist,Advanced numerical software
1308,Research Scientist,Amazon Elastic Compute Cloud EC2
1308,Research Scientist,Amazon DynamoDB
1308,Research Scientist,Ada
1308,Research Scientist,Critical Thinking
1308,Research Scientist,Algorithmic software
1308,Research Scientist,Mathematics
1309,Laboratory Technician,Science
1309,Laboratory Technician,C++
1309,Laboratory Technician,Writing
1309,Laboratory Technician,Critical Thinking
1309,Laboratory Technician,Microsoft Access
1309,Laboratory Technician,Monitoring
1309,Laboratory Technician,Linux
1309,Laboratory Technician,Email software
1309,Laboratory Technician,Laboratory information management system LIMS
1310,Research Scientist,Advanced numerical software
1310,Research Scientist,Active Learning
1310,Research Scientist,3D graphics software
1310,Research Scientist,Active Listening
1310,Research Scientist,Ada
1310,Research Scientist,Critical Thinking
1311,Laboratory Technician,Microsoft Access
1311,Laboratory Technician,Reading Comprehension
1311,Laboratory Technician,C++
1311,Laboratory Technician,Database software
1311,Laboratory Technician,Laboratory information management system LIMS
1311,Laboratory Technician,Science
1311,Laboratory Technician,Monitoring
1311,Laboratory Technician,Linux
1311,Laboratory Technician,Writing
1311,Laboratory Technician,Critical Thinking
1312,Healthcare Representative,Adobe Acrobat
1312,Healthcare Representative,3DGrid HIPAA Checkup
1312,Healthcare Representative,American Medical Association CodeManager
1312,Healthcare Representative,Reading Comprehension
1312,Healthcare Representative,Critical Thinking
1312,Healthcare Representative,Active Listening
1312,Healthcare Representative,Speaking
1312,Healthcare Representative,AcuStaf
1314,Human Resources,Adobe Illustrator
1314,Human Resources,Critical Thinking
1314,Human Resources,Adobe Creative Cloud software
1314,Human Resources,Adobe Dreamweaver
1314,Human Resources,Adobe InDesign
1314,Human Resources,Writing
1314,Human Resources,Speaking
1314,Human Resources,Adobe Acrobat
1314,Human Resources,Active Listening
1315,Laboratory Technician,Microsoft Access
1315,Laboratory Technician,Science
1315,Laboratory Technician,Writing
1315,Laboratory Technician,Monitoring
1315,Laboratory Technician,Linux
1315,Laboratory Technician,Laboratory information management system LIMS
1315,Laboratory Technician,Database software
1315,Laboratory Technician,Reading Comprehension
1315,Laboratory Technician,Critical Thinking
1315,Laboratory Technician,C++
1317,Research Director,Adobe Acrobat
1317,Research Director,Reading Comprehension
1317,Research Director,IBM Lotus 1-2-3
1317,Research Director,Clinical trial management software
1317,Research Director,Science
1317,Research Director,Active Listening
1317,Research Director,ESRI ArcGIS software
1317,Research Director,Writing
1317,Research Director,Graphics software
1317,Research Director,Adobe Photoshop
1318,Sales Executive,Active Listening
1318,Sales Executive,Critical Thinking
1318,Sales Executive,Adobe Acrobat
1318,Sales Executive,Apple Keynote
1318,Sales Executive,Adobe Creative Cloud software
1318,Sales Executive,Speaking
1318,Sales Executive,Reading Comprehension
1318,Sales Executive,Monitoring
1318,Sales Executive,Airtable
1318,Sales Executive,Act!
1319,Sales Executive,Speaking
1319,Sales Executive,Adobe Acrobat
1319,Sales Executive,Airtable
1319,Sales Executive,Adobe ActionScript
1319,Sales Executive,Active Listening
1319,Sales Executive,Monitoring
1319,Sales Executive,Critical Thinking
1319,Sales Executive,Reading Comprehension
1319,Sales Executive,Act!
1319,Sales Executive,Adobe Creative Cloud software
1321,Manager,Adobe Creative Cloud software
1321,Manager,Adobe Acrobat
1321,Manager,Act!
1321,Manager,Critical Thinking
1321,Manager,Speaking
1321,Manager,Adobe Photoshop
1321,Manager,Monitoring
1321,Manager,Reading Comprehension
1322,Manufacturing Director,Reading Comprehension
1322,Manufacturing Director,Monitoring
1322,Manufacturing Director,Speaking
1322,Manufacturing Director,Adobe Acrobat
1322,Manufacturing Director,Apple Final Cut Pro
1322,Manufacturing Director,Active Listening
1322,Manufacturing Director,ABB Optimize IT Predict & Control
1322,Manufacturing Director,Adobe After Effects
1322,Manufacturing Director,Critical Thinking
1324,Sales Executive,Airtable
1324,Sales Executive,Active Listening
1324,Sales Executive,Speaking
1324,Sales Executive,Act!
1324,Sales Executive,Adobe Creative Cloud software
1324,Sales Executive,Critical Thinking
1324,Sales Executive,Reading Comprehension
1329,Sales Executive,Act!
1329,Sales Executive,Speaking
1329,Sales Executive,Adobe ActionScript
1329,Sales Executive,Adobe Creative Cloud software
1329,Sales Executive,Critical Thinking
1329,Sales Executive,Active Listening
1329,Sales Executive,Adobe Acrobat
1329,Sales Executive,Reading Comprehension
1329,Sales Executive,Monitoring
1329,Sales Executive,Airtable
1331,Sales Representative,Adobe Illustrator
1331,Sales Representative,Speaking
1331,Sales Representative,Reading Comprehension
1331,Sales Representative,Critical Thinking
1331,Sales Representative,Adobe Acrobat
1331,Sales Representative,ACT! Premium
1333,Laboratory Technician,Reading Comprehension
1333,Laboratory Technician,Laboratory information management system LIMS
1333,Laboratory Technician,Science
1333,Laboratory Technician,Microsoft Access
1333,Laboratory Technician,C++
1333,Laboratory Technician,Database software
1334,Manager,Adobe Acrobat
1334,Manager,Reading Comprehension
1334,Manager,ActionWare
1334,Manager,Speaking
1334,Manager,Critical Thinking
1334,Manager,Monitoring
1334,Manager,Adobe Creative Cloud software
1334,Manager,Act!
1334,Manager,Adobe Photoshop
1336,Manager,Speaking
1336,Manager,Critical Thinking
1336,Manager,Monitoring
1336,Manager,Act!
1336,Manager,Reading Comprehension
1336,Manager,ADP Workforce Now
1336,Manager,ActionWare
1336,Manager,Adobe Photoshop
1338,Manager,Act!
1338,Manager,Critical Thinking
1338,Manager,Monitoring
1338,Manager,Adobe Acrobat
1338,Manager,ActionWare
1338,Manager,Reading Comprehension
1338,Manager,Adobe Creative Cloud software
1340,Research Scientist,Mathematics
1340,Research Scientist,Advanced numerical software
1340,Research Scientist,Reading Comprehension
1340,Research Scientist,Critical Thinking
1340,Research Scientist,3D graphics software
1340,Research Scientist,Ada
1340,Research Scientist,Amazon DynamoDB
1340,Research Scientist,Algorithmic software
1344,Healthcare Representative,AcuStaf
1344,Healthcare Representative,Adobe Acrobat
1344,Healthcare Representative,Speaking
1344,Healthcare Representative,American Medical Association CodeManager
1344,Healthcare Representative,Alteer Office
1344,Healthcare Representative,Allscripts healthcare automation software
1344,Healthcare Representative,3DGrid HIPAA Checkup
1344,Healthcare Representative,Reading Comprehension
1346,Research Scientist,Reading Comprehension
1346,Research Scientist,Mathematics
1346,Research Scientist,Algorithmic software
1346,Research Scientist,Ada
1346,Research Scientist,Active Listening
1346,Research Scientist,Amazon DynamoDB
1346,Research Scientist,Amazon Elastic Compute Cloud EC2
1349,Sales Executive,Airtable
1349,Sales Executive,Reading Comprehension
1349,Sales Executive,Active Listening
1349,Sales Executive,Monitoring
1349,Sales Executive,Adobe Acrobat
1349,Sales Executive,Adobe ActionScript
1349,Sales Executive,Critical Thinking
1349,Sales Executive,Apple Keynote
1349,Sales Executive,Adobe Creative Cloud software
1350,Research Scientist,Advanced numerical software
1350,Research Scientist,3D graphics software
1350,Research Scientist,Critical Thinking
1350,Research Scientist,Mathematics
1350,Research Scientist,Algorithmic software
1350,Research Scientist,Reading Comprehension
1350,Research Scientist,Active Learning
1350,Research Scientist,Amazon Elastic Compute Cloud EC2
1352,Manager,Monitoring
1352,Manager,ADP Workforce Now
1352,Manager,ActionWare
1352,Manager,Reading Comprehension
1352,Manager,Adobe Photoshop
1352,Manager,Critical Thinking
1352,Manager,Adobe Acrobat
1352,Manager,Act!
1355,Sales Executive,Adobe Acrobat
1355,Sales Executive,Act!
1355,Sales Executive,Airtable
1355,Sales Executive,Adobe Creative Cloud software
1355,Sales Executive,Apple Keynote
1355,Sales Executive,Active Listening
1355,Sales Executive,Critical Thinking
1355,Sales Executive,Adobe ActionScript
1356,Sales Executive,Adobe ActionScript
1356,Sales Executive,Critical Thinking
1356,Sales Executive,Speaking
1356,Sales Executive,Apple Keynote
1356,Sales Executive,Monitoring
1356,Sales Executive,Reading Comprehension
1356,Sales Executive,Adobe Creative Cloud software
1356,Sales Executive,Active Listening
1358,Laboratory Technician,Writing
1358,Laboratory Technician,Critical Thinking
1358,Laboratory Technician,Linux
1358,Laboratory Technician,Database software
1358,Laboratory Technician,Reading Comprehension
1360,Manufacturing Director,Critical Thinking
1360,Manufacturing Director,Reading Comprehension
1360,Manufacturing Director,ABB Optimize IT Predict & Control
1360,Manufacturing Director,Apple Final Cut Pro
1360,Manufacturing Director,Active Listening
1360,Manufacturing Director,Speaking
1360,Manufacturing Director,Adobe Acrobat
1360,Manufacturing Director,Monitoring
1360,Manufacturing Director,Adobe InDesign
1361,Laboratory Technician,Writing
1361,Laboratory Technician,Science
1361,Laboratory Technician,Reading Comprehension
1361,Laboratory Technician,Database software
1361,Laboratory Technician,Laboratory information management system LIMS
1362,Sales Executive,Act!
1362,Sales Executive,Active Listening
1362,Sales Executive,Speaking
1362,Sales Executive,Airtable
1362,Sales Executive,Reading Comprehension
1362,Sales Executive,Critical Thinking
1362,Sales Executive,Adobe Creative Cloud software
1362,Sales Executive,Adobe ActionScript
1363,Manufacturing Director,Active Listening
1363,Manufacturing Director,Reading Comprehension
1363,Manufacturing Director,Adobe After Effects
1363,Manufacturing Director,Adobe InDesign
1363,Manufacturing Director,Critical Thinking
1363,Manufacturing Director,Adobe Acrobat
1363,Manufacturing Director,Monitoring
1363,Manufacturing Director,Speaking
1364,Sales Representative,Adobe Dreamweaver
1364,Sales Representative,Active Listening
1364,Sales Representative,Adobe Illustrator
1364,Sales Representative,ACT! Premium
1364,Sales Representative,Speaking
1364,Sales Representative,Adobe Acrobat
1367,Manufacturing Director,Adobe InDesign
1367,Manufacturing Director,Critical Thinking
1367,Manufacturing Director,ABB Optimize IT Predict & Control
1367,Manufacturing Director,Speaking
1367,Manufacturing Director,Adobe After Effects
1367,Manufacturing Director,Monitoring
1367,Manufacturing Director,Apple Final Cut Pro
1367,Manufacturing Director,Reading Comprehension
1367,Manufacturing Director,Adobe Acrobat
1368,Laboratory Technician,Linux
1368,Laboratory Technician,C++
1368,Laboratory Technician,Laboratory information management system LIMS
1368,Laboratory Technician,Database software
1368,Laboratory Technician,Email software
1369,Laboratory Technician,Microsoft Access
1369,Laboratory Technician,Monitoring
1369,Laboratory Technician,Laboratory information management system LIMS
1369,Laboratory Technician,Linux
1369,Laboratory Technician,C++
1369,Laboratory Technician,Email software
1369,Laboratory Technician,Database software
1369,Laboratory Technician,Critical Thinking
1369,Laboratory Technician,Reading Comprehension
1371,Sales Executive,Act!
1371,Sales Executive,Active Listening
1371,Sales Executive,Reading Comprehension
1371,Sales Executive,Airtable
1371,Sales Executive,Adobe Acrobat
1371,Sales Executive,Adobe ActionScript
1371,Sales Executive,Critical Thinking
1372,Sales Executive,Adobe Creative Cloud software
1372,Sales Executive,Critical Thinking
1372,Sales Executive,Adobe Acrobat
1372,Sales Executive,Adobe ActionScript
1372,Sales Executive,Speaking
1372,Sales Executive,Active Listening
1372,Sales Executive,Act!
1372,Sales Executive,Monitoring
1373,Manufacturing Director,Adobe After Effects
1373,Manufacturing Director,Critical Thinking
1373,Manufacturing Director,Monitoring
1373,Manufacturing Director,ABB Optimize IT Predict & Control
1373,Manufacturing Director,Speaking
1373,Manufacturing Director,Adobe Photoshop
1373,Manufacturing Director,Apple Final Cut Pro
1373,Manufacturing Director,Active Listening
1373,Manufacturing Director,Adobe Acrobat
1373,Manufacturing Director,Adobe InDesign
1374,Research Scientist,Amazon DynamoDB
1374,Research Scientist,Critical Thinking
1374,Research Scientist,Ada
1374,Research Scientist,Algorithmic software
1374,Research Scientist,Active Listening
1374,Research Scientist,Mathematics
1374,Research Scientist,Active Learning
1375,Healthcare Representative,Monitoring
1375,Healthcare Representative,Reading Comprehension
1375,Healthcare Representative,Adobe Acrobat
1375,Healthcare Representative,Active Listening
1375,Healthcare Representative,American Medical Association CodeManager
1375,Healthcare Representative,AcuStaf
1375,Healthcare Representative,Alteer Office
1375,Healthcare Representative,Allscripts healthcare automation software
1377,Laboratory Technician,Linux
1377,Laboratory Technician,Writing
1377,Laboratory Technician,Critical Thinking
1377,Laboratory Technician,Laboratory information management system LIMS
1377,Laboratory Technician,Monitoring
1377,Laboratory Technician,Email software
1377,Laboratory Technician,Science
1377,Laboratory Technician,Microsoft Access
1377,Laboratory Technician,C++
1377,Laboratory Technician,Reading Comprehension
1379,Sales Representative,3M Post-it App
1379,Sales Representative,ACT! Premium
1379,Sales Representative,Adobe Illustrator
1379,Sales Representative,Critical Thinking
1379,Sales Representative,Writing
1379,Sales Representative,Adobe Dreamweaver
1379,Sales Representative,Adobe Acrobat
1380,Sales Executive,Airtable
1380,Sales Executive,Adobe Creative Cloud software
1380,Sales Executive,Reading Comprehension
1380,Sales Executive,Act!
1380,Sales Executive,Active Listening
1380,Sales Executive,Apple Keynote
1382,Research Scientist,Amazon Elastic Compute Cloud EC2
1382,Research Scientist,Reading Comprehension
1382,Research Scientist,Active Learning
1382,Research Scientist,Critical Thinking
1382,Research Scientist,Active Listening
1382,Research Scientist,Algorithmic software
1382,Research Scientist,Amazon DynamoDB
1383,Healthcare Representative,Speaking
