EmployeeID,Department,JobRole,Age,MonthlyIncome,AttritionProbability,RiskLevel,EngagementScore,PerformanceRating,WorkLifeBalanceScore,SkillGaps,GapCount,UpskillingRecommendation,TopRiskDrivers
1079,Research & Development,Laboratory Technician,21,1416,0.9561,HIGH,60,3,2,"C++, Database software, Email software, Linux, Reading Comprehension, Science",6,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"MonthlyIncome, YearsWithCurrManager, TotalSatisfactionScore"
1080,Research & Development,Research Scientist,46,4615,0.0281,LOW,94,4,3,"Algorithmic software, Mathematics, Reading Comprehension",3,Recommended: Advanced Certification in Algorithmic software (Addresses critical gap: Algorithmic software),"OverTime_No, NumCompaniesWorked, TotalSatisfactionScore"
1081,Research & Development,Research Scientist,51,2461,0.2069,LOW,100,3,4,Algorithmic software,1,Recommended: Advanced Certification in Algorithmic software (Addresses critical gap: Algorithmic software),"OverTime_No, NumCompaniesWorked, JobLevel"
1082,Research & Development,Healthcare Representative,28,8722,0.0626,LOW,54,3,2,"3DGrid HIPAA Checkup, Allscripts healthcare automation software, Speaking",3,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"TotalSatisfactionScore, DistanceFromHome, StockOptionLevel"
1083,Research & Development,Laboratory Technician,26,3955,0.1084,LOW,63,3,3,"Email software, Microsoft Access, Reading Comprehension",3,Recommended: Advanced Certification in Email software (Addresses critical gap: Email software),"TotalSatisfactionScore, EnvironmentSatisfaction, Age"
1084,Research & Development,Manufacturing Director,30,9957,0.0251,LOW,88,3,2,"ABB Optimize IT Predict & Control, Adobe Acrobat, Adobe InDesign",3,Recommended: Advanced Certification in ABB Optimize IT Predict & Control (Addresses critical gap: ABB Optimize IT Predict & Control),"TotalSatisfactionScore, DistanceFromHome, JobSatisfaction"
1085,Research & Development,Research Scientist,41,3376,0.0406,LOW,100,3,3,"Active Learning, Active Listening",2,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"StockOptionLevel, EducationField_Technical Degree, ExperienceRatio"
1088,Research & Development,Healthcare Representative,38,8823,0.0813,LOW,100,3,2,"AcuStaf, Reading Comprehension",2,Recommended: Advanced Certification in AcuStaf (Addresses critical gap: AcuStaf),"DistanceFromHome, DailyRate, TotalSatisfactionScore"
1092,Research & Development,Healthcare Representative,40,10322,0.0279,LOW,100,4,3,"AcuStaf, Critical Thinking",2,Recommended: Advanced Certification in AcuStaf (Addresses critical gap: AcuStaf),"DistanceFromHome, EnvironmentSatisfaction, YearsSinceLastPromotion"
1094,Research & Development,Laboratory Technician,27,4621,0.0576,LOW,100,3,3,"Critical Thinking, Database software, Microsoft Access, Reading Comprehension",4,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"JobInvolvement, EnvironmentSatisfaction, JobRole_Laboratory Technician"
1096,Research & Development,Manufacturing Director,55,10976,0.0208,LOW,100,3,3,"ABB Optimize IT Predict & Control, Active Listening, Critical Thinking",3,Recommended: Advanced Certification in ABB Optimize IT Predict & Control (Addresses critical gap: ABB Optimize IT Predict & Control),"BusinessTravel_Travel_Frequently, JobRole_Research Scientist, TrainingTimesLastYear"
1097,Research & Development,Research Scientist,28,3660,0.0174,LOW,100,3,4,Active Learning,1,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"StockOptionLevel, Age, YearsInCurrentRole"
1098,Human Resources,Human Resources,44,10482,0.0255,LOW,70,3,3,"Active Listening, Writing",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"NumCompaniesWorked, JobSatisfaction, TotalSatisfactionScore"
1099,Research & Development,Healthcare Representative,33,7119,0.0168,LOW,100,3,3,"3DGrid HIPAA Checkup, Adobe Acrobat, American Medical Association CodeManager",3,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"HourlyRate, DailyRate, JobRole_Research Scientist"
1100,Sales,Sales Executive,35,9582,0.8469,HIGH,80,4,3,"Adobe Acrobat, Airtable",2,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, StockOptionLevel, TotalSatisfactionScore"
1101,Research & Development,Research Scientist,33,4508,0.7497,HIGH,85,4,3,"Active Listening, Amazon Elastic Compute Cloud EC2, Critical Thinking",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"BusinessTravel_Travel_Frequently, StockOptionLevel, TotalSatisfactionScore"
1102,Research & Development,Laboratory Technician,28,2207,0.113,LOW,93,3,2,"Database software, Linux, Microsoft Access, Monitoring, Writing",5,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"MonthlyIncome, JobRole_Laboratory Technician, DistanceFromHome"
1103,Research & Development,Healthcare Representative,34,7756,0.0525,LOW,100,3,2,Critical Thinking,1,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"BusinessTravel_Travel_Frequently, StockOptionLevel, EnvironmentSatisfaction"
1105,Sales,Sales Executive,37,6694,0.1495,LOW,100,3,3,"Adobe Acrobat, Adobe ActionScript, Airtable, Critical Thinking, Speaking",5,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, YearsWithCurrManager, IncomePerYearAtCompany"
1106,Research & Development,Laboratory Technician,25,3691,0.8323,HIGH,100,3,4,"C++, Laboratory information management system LIMS, Reading Comprehension, Science",4,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"OverTime_No, Age, EducationField_Technical Degree"
1107,Research & Development,Laboratory Technician,26,2377,0.9143,HIGH,82,4,2,"Email software, Microsoft Access, Monitoring, Science",4,Recommended: Advanced Certification in Email software (Addresses critical gap: Email software),"YearsWithCurrManager, TotalWorkingYears, MonthlyIncome"
1108,Research & Development,Research Scientist,33,2313,0.957,HIGH,72,4,3,"Active Learning, Active Listening, Ada, Advanced numerical software, Critical Thinking, Mathematics",6,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, TotalSatisfactionScore, StockOptionLevel"
1109,Research & Development,Manager,42,17665,0.0363,LOW,100,3,3,"Act!, Critical Thinking, Reading Comprehension, Speaking",4,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"YearsSinceLastPromotion, ExperienceRatio, JobSatisfaction"
1111,Research & Development,Laboratory Technician,28,2596,0.9049,HIGH,72,3,3,"C++, Database software, Laboratory information management system LIMS, Linux, Microsoft Access",5,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"YearsWithCurrManager, BusinessTravel_Travel_Frequently, TotalWorkingYears"
1113,Sales,Sales Executive,50,4728,0.0641,LOW,100,3,3,"Act!, Adobe Acrobat, Adobe ActionScript, Apple Keynote, Critical Thinking, Reading Comprehension",6,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, BusinessTravel_Travel_Frequently, YearsWithCurrManager"
1114,Sales,Sales Executive,33,4302,0.1205,LOW,100,3,3,"Active Listening, Adobe ActionScript, Adobe Creative Cloud software, Critical Thinking, Reading Comprehension, Speaking",6,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"BusinessTravel_Travel_Frequently, Department_Research & Development, JobRole_Research Scientist"
1115,Research & Development,Research Scientist,34,2979,0.0082,LOW,100,3,3,"3D graphics software, Active Learning, Active Listening, Ada, Advanced numerical software, Amazon Elastic Compute Cloud EC2, Reading Comprehension",7,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"YearsWithCurrManager, DailyRate, YearsAtCompany"
1116,Research & Development,Manager,48,16885,0.0053,LOW,100,4,2,"ADP Workforce Now, Adobe Photoshop, Monitoring",3,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"StockOptionLevel, EnvironmentSatisfaction, JobRole_Research Scientist"
1117,Sales,Sales Executive,45,5593,0.0171,LOW,100,3,3,"Airtable, Speaking",2,Recommended: Advanced Certification in Airtable (Addresses critical gap: Airtable),"ExperienceRatio, YearsSinceLastPromotion, JobRole_Sales Executive"
1118,Research & Development,Healthcare Representative,52,10445,0.1571,LOW,100,3,3,"3DGrid HIPAA Checkup, Alteer Office, Speaking",3,Recommended: Advanced Certification in 3DGrid HIPAA Checkup (Addresses critical gap: 3DGrid HIPAA Checkup),"NumCompaniesWorked, YearsWithCurrManager, StockOptionLevel"
1119,Sales,Sales Executive,38,8740,0.0977,LOW,100,3,3,Adobe ActionScript,1,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"OverTime_No, JobRole_Sales Executive, DailyRate"
1120,Research & Development,Research Scientist,29,2514,0.0251,LOW,100,4,3,"Active Listening, Ada, Critical Thinking, Mathematics",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"DistanceFromHome, RelationshipSatisfaction, Age"
1121,Research & Development,Manufacturing Director,28,7655,0.0252,LOW,97,3,2,"Adobe After Effects, Adobe Photoshop, Critical Thinking, Monitoring",4,Recommended: Advanced Certification in Adobe After Effects (Addresses critical gap: Adobe After Effects),"Age, TotalSatisfactionScore, JobRole_Research Scientist"
1124,Sales,Manager,46,17465,0.0667,LOW,100,3,3,Speaking,1,Recommended: Advanced Executive Presentation and Persuasive Speaking (Addresses critical gap: Speaking),"DailyRate, YearsSinceLastPromotion, Department_Research & Development"
1125,Sales,Sales Executive,38,7351,0.1082,LOW,100,3,3,"Act!, Monitoring",2,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"YearsWithCurrManager, NumCompaniesWorked, StockOptionLevel"
1126,Research & Development,Manufacturing Director,43,10820,0.1034,LOW,100,3,3,"Adobe After Effects, Critical Thinking",2,Recommended: Advanced Certification in Adobe After Effects (Addresses critical gap: Adobe After Effects),"DistanceFromHome, BusinessTravel_Travel_Frequently, PercentSalaryHike"
1127,Research & Development,Healthcare Representative,39,12169,0.7992,HIGH,100,3,3,"Active Listening, AcuStaf, American Medical Association CodeManager, Reading Comprehension",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"BusinessTravel_Travel_Frequently, NumCompaniesWorked, EnvironmentSatisfaction"
1128,Research & Development,Research Director,40,19626,0.0298,LOW,100,3,4,"Clinical trial management software, IBM Lotus 1-2-3, Science",3,Recommended: Advanced Certification in Clinical trial management software (Addresses critical gap: Clinical trial management software),"StockOptionLevel, DistanceFromHome, ExperienceRatio"
1131,Research & Development,Research Scientist,21,2070,0.2539,LOW,100,3,4,"Active Learning, Ada, Advanced numerical software, Critical Thinking",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, MonthlyIncome, Age"
1132,Research & Development,Laboratory Technician,39,6782,0.0917,LOW,99,3,2,"Database software, Microsoft Access",2,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"NumCompaniesWorked, StockOptionLevel, JobRole_Laboratory Technician"
1133,Research & Development,Manufacturing Director,36,7779,0.0912,LOW,100,4,3,"Reading Comprehension, Speaking",2,Recommended: Information Synthesis and Rapid Document Analysis (Addresses critical gap: Reading Comprehension),"TotalSatisfactionScore, StockOptionLevel, EnvironmentSatisfaction"
1135,Sales,Sales Representative,31,2791,0.2509,LOW,100,3,3,"Adobe Dreamweaver, Critical Thinking, Speaking",3,Recommended: Advanced Certification in Adobe Dreamweaver (Addresses critical gap: Adobe Dreamweaver),"BusinessTravel_Travel_Frequently, Age, DistanceFromHome"
1136,Research & Development,Research Scientist,28,3201,0.2796,LOW,67,3,1,"Ada, Advanced numerical software, Algorithmic software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Reading Comprehension",6,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"StockOptionLevel, TotalSatisfactionScore, RelationshipSatisfaction"
1137,Sales,Sales Executive,35,4968,0.0324,LOW,100,3,3,"Critical Thinking, Monitoring",2,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"BusinessTravel_Travel_Frequently, PercentSalaryHike, EducationField_Marketing"
1138,Sales,Sales Executive,49,13120,0.108,LOW,100,3,3,Act!,1,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"NumCompaniesWorked, JobRole_Sales Executive, EducationField_Technical Degree"
1140,Research & Development,Manufacturing Director,34,4033,0.0568,LOW,100,3,2,"Adobe Acrobat, Adobe After Effects, Adobe Photoshop, Critical Thinking",4,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"BusinessTravel_Travel_Frequently, PercentSalaryHike, StockOptionLevel"
1143,Research & Development,Research Scientist,29,3291,0.054,LOW,100,3,2,"Active Learning, Advanced numerical software, Amazon DynamoDB, Reading Comprehension",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"BusinessTravel_Travel_Frequently, Age, DistanceFromHome"
1148,Research & Development,Laboratory Technician,42,4272,0.0976,LOW,100,3,3,"Critical Thinking, Email software, Laboratory information management system LIMS",3,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"DistanceFromHome, YearsWithCurrManager, StockOptionLevel"
1150,Research & Development,Manufacturing Director,29,5056,0.1945,LOW,100,3,2,"Adobe Acrobat, Adobe After Effects, Critical Thinking",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"OverTime_No, Age, DailyRate"
1152,Human Resources,Human Resources,38,2844,0.023,LOW,100,3,4,"Adobe Acrobat, Adobe Dreamweaver, Writing",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"YearsWithCurrManager, DailyRate, YearsSinceLastPromotion"
1154,Research & Development,Research Scientist,28,2703,0.1905,LOW,100,3,3,"Active Learning, Algorithmic software, Amazon DynamoDB, Mathematics",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, BusinessTravel_Travel_Frequently, Age"
1156,Research & Development,Laboratory Technician,18,1904,0.8649,HIGH,100,3,3,"Laboratory information management system LIMS, Linux, Reading Comprehension, Science, Writing",5,Recommended: Advanced Certification in Laboratory information management system LIMS (Addresses critical gap: Laboratory information management system LIMS),"YearsWithCurrManager, MonthlyIncome, TotalWorkingYears"
1157,Sales,Sales Executive,33,8224,0.7654,HIGH,54,3,3,"Adobe Creative Cloud software, Airtable, Monitoring",3,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"TotalSatisfactionScore, OverTime_No, StockOptionLevel"
1158,Research & Development,Laboratory Technician,41,4766,0.1373,LOW,100,3,3,"C++, Email software, Linux, Microsoft Access, Monitoring, Science, Writing",7,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"OverTime_No, YearsWithCurrManager, TotalSatisfactionScore"
1160,Research & Development,Laboratory Technician,31,2610,0.7699,HIGH,90,3,2,"C++, Database software, Laboratory information management system LIMS, Writing",4,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"BusinessTravel_Travel_Frequently, TotalWorkingYears, Age"
1161,Research & Development,Healthcare Representative,37,5731,0.0341,LOW,100,3,3,"AcuStaf, American Medical Association CodeManager",2,Recommended: Advanced Certification in AcuStaf (Addresses critical gap: AcuStaf),"NumCompaniesWorked, DailyRate, DistanceFromHome"
1162,Research & Development,Research Scientist,27,2539,0.0043,LOW,100,3,3,"Active Listening, Ada, Amazon Elastic Compute Cloud EC2",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"Age, BusinessTravel_Non-Travel, PromotionLagRatio"
1163,Sales,Sales Executive,34,5714,0.2085,LOW,92,4,2,"Adobe ActionScript, Apple Keynote, Monitoring",3,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"TotalSatisfactionScore, StockOptionLevel, RelationshipSatisfaction"
1164,Human Resources,Human Resources,35,4323,0.0976,LOW,96,3,1,"Adobe Creative Cloud software, Adobe Human Capital Application Solution Accelerator, Adobe InDesign",3,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"TotalSatisfactionScore, StockOptionLevel, WorkLifeBalance"
1165,Sales,Sales Executive,29,7336,0.8642,HIGH,67,3,1,"Adobe Creative Cloud software, Apple Keynote, Speaking",3,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"WorkLifeBalance, DailyRate, DistanceFromHome"
1166,Research & Development,Research Director,40,13499,0.0183,LOW,97,3,2,"Adobe Acrobat, Clinical trial management software, Science",3,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"NumCompaniesWorked, StockOptionLevel, BusinessTravel_Travel_Frequently"
1167,Sales,Sales Executive,42,13758,0.8551,HIGH,71,3,2,"Adobe ActionScript, Apple Keynote",2,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"OverTime_No, TotalSatisfactionScore, StockOptionLevel"
1171,Sales,Sales Executive,42,5155,0.1179,LOW,100,3,4,"Adobe ActionScript, Monitoring, Reading Comprehension, Speaking",4,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"NumCompaniesWorked, StockOptionLevel, WorkLifeBalance"
1172,Research & Development,Laboratory Technician,35,2258,0.0561,LOW,100,3,3,"Database software, Laboratory information management system LIMS, Microsoft Access, Science",4,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"NumCompaniesWorked, MonthlyIncome, JobRole_Laboratory Technician"
1173,Research & Development,Laboratory Technician,24,3597,0.2206,LOW,100,4,3,"Critical Thinking, Linux, Reading Comprehension, Writing",4,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"NumCompaniesWorked, Age, StockOptionLevel"
1175,Research & Development,Laboratory Technician,28,2515,0.9172,HIGH,100,3,2,"C++, Database software, Laboratory information management system LIMS, Linux, Reading Comprehension, Writing",6,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"OverTime_No, YearsWithCurrManager, MonthlyIncome"
1177,Research & Development,Laboratory Technician,26,4420,0.0466,LOW,100,4,3,"C++, Database software, Monitoring, Writing",4,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"JobRole_Laboratory Technician, Age, EnvironmentSatisfaction"
1179,Sales,Sales Executive,30,6578,0.0819,LOW,100,3,3,Adobe ActionScript,1,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"RelationshipSatisfaction, TotalSatisfactionScore, ExperienceRatio"
1180,Research & Development,Research Scientist,40,4422,0.0542,LOW,100,3,1,"3D graphics software, Ada, Algorithmic software, Amazon Elastic Compute Cloud EC2, Critical Thinking",5,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, YearsWithCurrManager, DistanceFromHome"
1182,Research & Development,Manufacturing Director,35,10274,0.1111,LOW,100,3,4,Adobe Acrobat,1,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"YearsSinceLastPromotion, WorkLifeBalance, DailyRate"
1184,Research & Development,Healthcare Representative,34,5343,0.0409,LOW,100,4,3,"Alteer Office, Critical Thinking",2,Recommended: Advanced Certification in Alteer Office (Addresses critical gap: Alteer Office),"BusinessTravel_Travel_Frequently, StockOptionLevel, HourlyRate"
1185,Research & Development,Laboratory Technician,35,2376,0.0466,LOW,100,3,4,"C++, Database software, Writing",3,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"MonthlyIncome, TotalWorkingYears, BusinessTravel_Travel_Frequently"
1188,Sales,Sales Executive,43,5346,0.9329,HIGH,71,3,2,"Act!, Adobe ActionScript, Adobe Creative Cloud software, Critical Thinking, Speaking",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"JobInvolvement, TotalSatisfactionScore, EnvironmentSatisfaction"
1190,Sales,Sales Representative,32,2827,0.2265,LOW,93,3,3,"3M Post-it App, Active Listening, Adobe Acrobat, Adobe Illustrator, Critical Thinking, Reading Comprehension, Speaking",7,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"YearsWithCurrManager, TotalWorkingYears, JobRole_Sales Representative"
1191,Research & Development,Manager,56,19943,0.0108,LOW,100,3,3,ActionWare,1,Recommended: Advanced Certification in ActionWare (Addresses critical gap: ActionWare),"PromotionLagRatio, JobRole_Research Scientist, DailyRate"
1192,Research & Development,Laboratory Technician,29,3131,0.0375,LOW,100,3,3,"Database software, Linux, Science",3,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"JobRole_Laboratory Technician, RelationshipSatisfaction, Age"
1193,Research & Development,Research Scientist,19,2552,0.3139,MEDIUM,100,4,3,"Active Learning, Ada, Algorithmic software, Critical Thinking, Mathematics, Reading Comprehension",6,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"YearsWithCurrManager, StockOptionLevel, TotalWorkingYears"
1195,Research & Development,Research Scientist,45,4477,0.0586,LOW,100,3,2,"Ada, Algorithmic software, Amazon Elastic Compute Cloud EC2, Critical Thinking, Reading Comprehension",5,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"OverTime_No, TotalSatisfactionScore, EnvironmentSatisfaction"
1196,Research & Development,Manufacturing Director,37,6474,0.023,LOW,100,3,2,"Apple Final Cut Pro, Monitoring, Reading Comprehension",3,Recommended: Advanced Certification in Apple Final Cut Pro (Addresses critical gap: Apple Final Cut Pro),"ExperienceRatio, YearsSinceLastPromotion, JobRole_Research Scientist"
1198,Research & Development,Laboratory Technician,20,3033,0.755,HIGH,80,3,2,"C++, Database software, Email software, Science",4,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"TotalSatisfactionScore, TotalWorkingYears, StockOptionLevel"
1200,Research & Development,Research Scientist,44,2936,0.6449,HIGH,100,3,3,"Active Listening, Amazon DynamoDB",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, StockOptionLevel, PercentSalaryHike"
1201,Research & Development,Manager,53,18606,0.0079,LOW,100,3,3,Active Listening,1,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"JobRole_Research Scientist, YearsSinceLastPromotion, HourlyRate"
1202,Research & Development,Research Scientist,29,2168,0.1319,LOW,100,3,2,"Active Learning, Active Listening, Amazon Elastic Compute Cloud EC2, Reading Comprehension",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, JobInvolvement, MonthlyIncome"
1203,Research & Development,Research Scientist,22,2853,0.3621,MEDIUM,100,3,3,"3D graphics software, Active Learning, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Mathematics",5,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, Age, BusinessTravel_Travel_Frequently"
1204,Sales,Manager,46,17048,0.0627,LOW,78,4,3,"ADP Workforce Now, Act!, Reading Comprehension",3,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"StockOptionLevel, TotalSatisfactionScore, YearsSinceLastPromotion"
1206,Research & Development,Research Scientist,44,2290,0.0719,LOW,100,3,3,"Active Learning, Active Listening, Advanced numerical software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Mathematics",6,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"YearsWithCurrManager, MonthlyIncome, JobInvolvement"
1207,Human Resources,Human Resources,33,3600,0.0277,LOW,100,3,3,"Active Listening, Adobe Acrobat, Adobe InDesign",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"Department_Research & Development, JobRole_Research Scientist, IncomePerYearAtCompany"
1210,Research & Development,Research Scientist,41,2107,0.1615,LOW,32,3,1,"Active Learning, Ada, Advanced numerical software, Algorithmic software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Reading Comprehension",7,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"YearsWithCurrManager, MonthlyIncome, TotalSatisfactionScore"
1211,Sales,Sales Executive,30,4115,0.2923,LOW,94,3,3,"Apple Keynote, Monitoring",2,Recommended: Advanced Certification in Apple Keynote (Addresses critical gap: Apple Keynote),"NumCompaniesWorked, DistanceFromHome, Age"
1212,Sales,Sales Executive,40,4327,0.076,LOW,100,3,3,"Act!, Adobe ActionScript, Airtable, Apple Keynote, Reading Comprehension",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"YearsWithCurrManager, NumCompaniesWorked, BusinessTravel_Travel_Frequently"
1215,Research & Development,Manager,50,17856,0.0053,LOW,100,4,3,"Act!, Active Listening, Adobe Photoshop, Monitoring",4,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"BusinessTravel_Travel_Frequently, JobRole_Research Scientist, JobSatisfaction"
1216,Research & Development,Laboratory Technician,28,3196,0.0884,LOW,100,3,3,"C++, Microsoft Access",2,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"JobRole_Laboratory Technician, Age, DistanceFromHome"
1217,Research & Development,Research Director,46,19081,0.0139,LOW,100,3,3,"Adobe Photoshop, ESRI ArcGIS software, Graphics software, Science",4,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"NumCompaniesWorked, DistanceFromHome, PercentSalaryHike"
1218,Sales,Sales Executive,35,8966,0.2115,LOW,100,3,3,"Adobe ActionScript, Airtable",2,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"OverTime_No, DistanceFromHome, JobRole_Sales Executive"
1219,Research & Development,Laboratory Technician,24,2210,0.9072,HIGH,67,3,1,"C++, Database software, Email software, Laboratory information management system LIMS, Microsoft Access, Monitoring, Reading Comprehension",7,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"MonthlyIncome, YearsWithCurrManager, TotalWorkingYears"
1220,Sales,Sales Executive,33,4539,0.107,LOW,85,3,2,"Active Listening, Apple Keynote",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"TotalSatisfactionScore, DistanceFromHome, BusinessTravel_Travel_Frequently"
1221,Research & Development,Laboratory Technician,36,2741,0.0687,LOW,100,3,3,"Database software, Linux, Microsoft Access",3,Recommended: Advanced Certification in Database software (Addresses critical gap: Database software),"JobInvolvement, JobRole_Laboratory Technician, MonthlyIncome"
1224,Research & Development,Laboratory Technician,30,3491,0.2248,LOW,100,3,2,"Critical Thinking, Monitoring, Reading Comprehension",3,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"YearsSinceLastPromotion, JobRole_Laboratory Technician, TotalSatisfactionScore"
1225,Research & Development,Research Scientist,44,4541,0.0477,LOW,100,4,3,"Active Learning, Active Listening, Advanced numerical software",3,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"YearsSinceLastPromotion, DistanceFromHome, StockOptionLevel"
1226,Sales,Sales Representative,20,2678,0.2013,LOW,100,3,3,"3M Post-it App, Active Listening, Adobe Creative Cloud software, Speaking",4,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"TotalWorkingYears, StockOptionLevel, Age"
1228,Research & Development,Manufacturing Director,46,7379,0.0185,LOW,100,3,2,"ABB Optimize IT Predict & Control, Adobe Acrobat",2,Recommended: Advanced Certification in ABB Optimize IT Predict & Control (Addresses critical gap: ABB Optimize IT Predict & Control),"PercentSalaryHike, JobRole_Research Scientist, Gender_Female"
1231,Human Resources,Human Resources,42,6272,0.0162,LOW,100,3,4,"Adobe Illustrator, Adobe InDesign",2,Recommended: Advanced Certification in Adobe Illustrator (Addresses critical gap: Adobe Illustrator),"NumCompaniesWorked, JobSatisfaction, Gender_Female"
